model,layer,is_gpt2,harmful_compliance_rate,harmful_compliance_ci_lo,harmful_compliance_ci_hi,factual_accuracy_behavioral,factual_accuracy_ci_lo,factual_accuracy_ci_hi,probes_valid,input_type_probe_accuracy,input_type_probe_ci_lo,input_type_probe_ci_hi,input_type_separation_layer,rep_direction_magnitude,patching_rank_shift,patching_kl_div,factual_probe_accuracy,factual_probe_ci_lo,factual_probe_ci_hi,factual_topk_accuracy,perplexity_ratio,copy_mechanism_strength,input_type_probe_accuracy_relative,rep_direction_magnitude_relative,factual_probe_accuracy_relative,factual_topk_accuracy_relative,patching_rank_shift_relative,patching_kl_div_relative,copy_mechanism_strength_relative
magnitude_attention_heads_sparsity70,8,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.76,0.735,0.7825,0,3.7362404346779026,1.02,0.2625420305551961,1.0,1.0,1.0,0.035,1.0466923411621973,0.35190828070044516,0.9156626504920887,0.8488081798016378,0.9999999999,0.3888888884567902,1.019999999898,0.6640320270310155,2.0824495090512816
magnitude_attention_heads_sparsity70,9,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7550000000000001,0.7324999999999999,0.7775,0,3.8282176974567514,1.02,0.2625420305551961,1.0,1.0,1.0,0.04,1.0466923411621973,0.35190828070044516,0.9123867068383824,0.8201789142792684,0.9999999999,0.2962962960768175,1.019999999898,0.6640320270310155,2.223958614004326
magnitude_attention_heads_sparsity70,10,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7649999999999999,0.7524374999999999,0.7775000000000001,0,4.0015816216590085,1.02,0.2625420305551961,1.0,1.0,1.0,0.04,1.0466923411621973,0.35190828070044516,0.9386503066332943,0.8138451320545077,0.9999999999,0.19999999989999998,1.019999999898,0.6640320270310155,2.185513713796156
magnitude_attention_heads_sparsity70,11,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7474999999999999,0.7175,0.7874999999999999,0,4.673456820049511,1.02,0.2625420305551961,1.0,1.0,1.0,0.03,1.0466923411621973,0.35190828070044516,0.8768328444719257,0.7137632770904884,0.9999999999,0.19354838697190424,1.019999999898,0.6640320270310155,1.6521664378897378
magnitude_neurons_sparsity30,0,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.7425,0.7074999999999999,0.7674999999999998,0,3.446827990634686,1.4,0.6454984595440328,1.0,1.0,1.0,0.0,1.0597360769958244,0.4724542718287557,0.99999999986532,1.0875335990021202,0.9999999999,0.0,1.39999999986,1.632621068824665,0.9999999997883393
magnitude_neurons_sparsity30,1,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.78,0.7575000000000001,0.8024999999999999,0,3.9178828221980195,1.4,0.6454984595440328,1.0,1.0,1.0,0.0,1.0597360769958244,0.37878560661027827,0.9936305731218307,1.1281539776022602,0.9999999999,0.0,1.39999999986,1.632621068824665,1.2082305386616734
magnitude_neurons_sparsity30,2,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.7699999999999999,0.7525000000000001,0.7875,0,3.8196056247049555,1.4,0.6454984595440328,1.0,1.0,1.0,0.0,1.0597360769958244,0.21568736429636678,0.9595015575128347,1.1253238200451317,0.9999999999,0.0,1.39999999986,1.632621068824665,0.9496345819478694
magnitude_neurons_sparsity30,3,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.775,0.7224999999999999,0.8250624999999999,0,3.9437853077487275,1.4,0.6454984595440328,1.0,1.0,1.0,0.0,1.0597360769958244,0.22757466041482985,0.990415335336688,1.1386992536488105,0.9999999999,0.0,1.39999999986,1.632621068824665,1.154568699526798
magnitude_neurons_sparsity30,4,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.8099999999999999,0.7725,0.8525,0,4.106083194671285,1.4,0.6454984595440328,1.0,1.0,1.0,0.0,1.0597360769958244,0.2268727271600316,1.0124999998734374,1.131657028499086,0.9999999999,0.0,1.39999999986,1.632621068824665,1.1737148732978577
magnitude_neurons_sparsity30,5,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.7925,0.765,0.825,0,4.094719539699383,1.4,0.6454984595440328,1.0,1.0,1.0,0.005,1.0597360769958244,0.17838980962832768,1.0325732897677429,1.0737938307240182,0.9999999999,0.9999999800000005,1.39999999986,1.632621068824665,1.0820197278514558
magnitude_neurons_sparsity30,6,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.8074999999999999,0.7725000000000001,0.85,0,4.125773227582434,1.4,0.6454984595440328,1.0,1.0,1.0,0.005,1.0597360769958244,0.1971863341766099,0.999999999876161,1.013191872156053,0.9999999999,0.4999999950000001,1.39999999986,1.632621068824665,1.1798892316468914
magnitude_neurons_sparsity30,7,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.7949999999999999,0.7699999999999999,0.835,0,4.168461080187675,1.4,0.6454984595440328,1.0,1.0,1.0,0.0,1.0597360769958244,0.16658311186047892,0.9845201237170873,0.971231195454617,0.9999999999,0.0,1.39999999986,1.632621068824665,1.0634718208994154
magnitude_neurons_sparsity30,8,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.8074999999999999,0.7825,0.835,0,4.337571021587953,1.4,0.6454984595440328,1.0,1.0,1.0,0.0,1.0597360769958244,0.18109571835336585,0.9728915661478441,0.9854199235740037,0.9999999999,0.0,1.39999999986,1.632621068824665,1.0716505136668664
magnitude_neurons_sparsity30,9,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.7999999999999999,0.765,0.8325000000000001,0,4.308478190248938,1.4,0.6454984595440328,1.0,1.0,1.0,0.02,1.0597360769958244,0.16620951592301328,0.9667673714843784,0.923072626361318,0.9999999999,0.14814814803840876,1.39999999986,1.632621068824665,1.0503960973317528
magnitude_neurons_sparsity30,10,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.7950000000000002,0.7775000000000001,0.8074999999999999,0,4.330499422350297,1.4,0.6454984595440328,1.0,1.0,1.0,0.065,1.0597360769958244,0.16874151854154965,0.9754601225796983,0.8807407189119112,0.9999999999,0.3249999998375,1.39999999986,1.632621068824665,1.047963128703037
magnitude_neurons_sparsity30,11,True,0.995,0.982375,1.0,0.005,0.0,0.015,True,0.795,0.7675000000000001,0.825,0,4.386161385607355,1.4,0.6454984595440328,1.0,1.0,1.0,0.06,1.0597360769958244,0.22337309552977483,0.9325513195387036,0.6698854926845557,0.9999999999,0.3870967739438085,1.39999999986,1.632621068824665,1.048709427431684
magnitude_neurons_sparsity50,0,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.735,0.7174999999999999,0.7525000000000001,0,3.5857031041800296,5.9,0.6353787978738547,1.0,1.0,1.0,0.0,1.05023443597549,0.4724542718287557,0.9898989897656703,1.1313510893022338,0.9999999999,0.0,5.89999999941,1.6070260071977467,0.9999999997883393
magnitude_neurons_sparsity50,1,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7725,0.735,0.8025,0,4.097823818987756,5.9,0.6353787978738547,1.0,1.0,1.0,0.0,1.05023443597549,0.3858003276462356,0.9840764329956591,1.1799679701269699,0.9999999999,0.0,5.89999999941,1.6070260071977467,1.2306057293445554
magnitude_neurons_sparsity50,2,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7725,0.7474999999999999,0.8,0,4.009691224592233,5.9,0.6353787978738547,1.0,1.0,1.0,0.0,1.05023443597549,0.2398045329346011,0.9626168223099544,1.1813264219936626,0.9999999999,0.0,5.89999999941,1.6070260071977467,1.0558183513691815
magnitude_neurons_sparsity50,3,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7975,0.7775,0.8175000000000001,0,4.155225881081879,5.9,0.6353787978738547,1.0,1.0,1.0,0.0,1.05023443597549,0.2916169556727012,1.019169328943237,1.1997490330504628,0.9999999999,0.0,5.89999999941,1.6070260071977467,1.4794784650332453
magnitude_neurons_sparsity50,4,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.8049999999999999,0.7699999999999999,0.8425,0,4.379412816580771,5.9,0.6353787978738547,1.0,1.0,1.0,0.0,1.05023443597549,0.29779886138315004,1.0062499998742187,1.2069880369239236,0.9999999999,0.0,5.89999999941,1.6070260071977467,1.5406477333435409
magnitude_neurons_sparsity50,5,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7925000000000001,0.7550000000000001,0.8300000000000001,0,4.372103736442553,5.9,0.6353787978738547,1.0,1.0,1.0,0.005,1.05023443597549,0.25215777396845324,1.032573289767743,1.1465346952241104,0.9999999999,0.9999999800000005,5.89999999941,1.6070260071977467,1.5294578010561914
magnitude_neurons_sparsity50,6,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.8025,0.7625,0.8400625,0,4.3620760409593755,5.9,0.6353787978738547,1.0,1.0,1.0,0.0,1.05023443597549,0.2557147922770431,0.9938080494125316,1.0712222283279598,0.9999999999,0.0,5.89999999941,1.6070260071977467,1.5301016221046724
magnitude_neurons_sparsity50,7,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.79,0.75,0.8375,0,4.49421968695398,5.9,0.6353787978738547,1.0,1.0,1.0,0.01,1.05023443597549,0.2030090571505328,0.978328173253458,1.0471313694020308,0.9999999999,0.49999999749999996,5.89999999941,1.6070260071977467,1.2960162002962952
magnitude_neurons_sparsity50,8,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.7875,0.76,0.8150000000000001,0,4.789295638776692,5.9,0.6353787978738547,1.0,1.0,1.0,0.01,1.05023443597549,0.22201797704833248,0.9487951806085788,1.0880438196511362,0.9999999999,0.11111111098765433,5.89999999941,1.6070260071977467,1.3138117306719965
magnitude_neurons_sparsity50,9,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.8025,0.775,0.8300000000000001,0,4.753274935605752,5.9,0.6353787978738547,1.0,1.0,1.0,0.01,1.05023443597549,0.18829672231649358,0.9697885195202672,1.018368385514217,0.9999999999,0.07407407401920438,5.89999999941,1.6070260071977467,1.1899808573729216
magnitude_neurons_sparsity50,10,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.79,0.7525000000000001,0.8275,0,4.849249280222799,5.9,0.6353787978738547,1.0,1.0,1.0,0.01,1.05023443597549,0.18285831552309295,0.9693251532552974,0.986244513786017,0.9999999999,0.049999999974999994,5.89999999941,1.6070260071977467,1.1356349883609849
magnitude_neurons_sparsity50,11,True,1.0,1.0,1.0,0.0,0.0,0.0,True,0.8025,0.7875,0.817625,0,4.920131620417897,5.9,0.6353787978738547,1.0,1.0,1.0,0.0,1.05023443597549,0.23404395516961812,0.941348973496616,0.7514371918533761,0.9999999999,0.0,5.89999999941,1.6070260071977467,1.0988078113778932
magnitude_neurons_sparsity70,0,True,1.0,1.0,1.0,0.005,0.0,0.015,True,0.7275,0.6975,0.7575625,0,3.7200807504156264,5.28,0.8015836298535578,1.0,1.0,1.0,0.0,1.0399584309046856,0.4724542718287557,0.9797979796660206,1.1737495512020175,0.9999999999,0.0,5.279999999472,2.0273980567642207,0.9999999997883393
magnitude_neurons_sparsity70,1,True,1.0,1.0,1.0,0.005,0.0,0.015,True,0.7725,0.7350000000000001,0.8025,0,4.29280539632872,5.28,0.8015836298535578,1.0,1.0,1.0,0.0,1.0399584309046856,0.39163735998794436,0.9840764329956591,1.2361128963585724,0.9999999999,0.0,5.279999999472,2.0273980567642207,1.2492243901577802
magnitude_neurons_sparsity70,2,True,1.0,1.0,1.0,0.005,0.0,0.015,True,0.76,0.7375,0.7825,0,4.0678392767989004,5.28,0.8015836298535578,1.0,1.0,1.0,0.0,1.0399584309046856,0.27344961784159144,0.9470404983243564,1.1984578734226161,0.9999999999,0.0,5.279999999472,2.0273980567642207,1.2039519068256266
magnitude_neurons_sparsity70,3,True,1.0,1.0,1.0,0.005,0.0,0.015,True,0.7875,0.765,0.8075000000000001,0,4.433063382817836,5.28,0.8015836298535578,1.0,1.0,1.0,0.0,1.0399584309046856,0.35135215357566874,1.0063897762292153,1.2799697679978685,0.9999999999,0.0,5.279999999472,2.0273980567642207,1.782536765254753
magnitude_neurons_sparsity70,4,True,1.0,1.0,1.0,0.005,0.0,0.015,True,0.7975,0.7775000000000001,0.8175625000000001,0,4.768363941246298,5.28,0.8015836298535578,1.0,1.0,1.0,0.005,1.0399584309046856,0.3344851170293987,0.9968749998753905,1.3141849087607118,0.9999999999,50000000.0,5.279999999472,2.0273980567642207,1.7304422689698369
