name,n,base_mean,base_std,base_ci_lower,base_ci_upper,pruned_mean,pruned_std,pruned_ci_lower,pruned_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon,model,p_value_bonferroni,significant_bonferroni,p_value_fdr,significant_fdr
DT→S-INH_paths,2000,0.22485706210136414,1.5468697547912598,0.15554572232067584,0.28901192247867585,0.31784820556640625,2.1838536262512207,0.22392624691128737,0.4205543987452984,-0.41355669498443604,-0.043213170021772385,0.05349220772986278,False,0.1930131357052648,False,random_neurons_sparsity30,1.0,False,0.05835513570530485,False
IND→BNM_paths,2000,0.10793275386095047,1.5315563678741455,0.041972242109477524,0.1745925724506378,0.3276180326938629,2.17716383934021,0.23429191298782828,0.42074494808912277,-2.0353903770446777,-0.10372541099786758,3.7531883807205562e-06,True,0.00011962005342949604,True,random_neurons_sparsity30,0.00022519130284323337,True,6.086251428195496e-06,True
IND→NM_paths,2000,0.11626216024160385,1.5344535112380981,0.049191688653081656,0.17695004045963286,0.3282991349697113,2.177448034286499,0.23657971620559692,0.42522842511534686,-1.8237831592559814,-0.09974988549947739,8.657481034891324e-06,True,0.00022837642416395878,True,random_neurons_sparsity30,0.0005194488620934794,True,1.3319201592140498e-05,True
PT→IND_paths,2000,0.11462796479463577,1.5181773900985718,0.05252813240513206,0.17840161211788652,0.22515711188316345,2.1717476844787598,0.128281993791461,0.3247713133692741,-0.9642423987388611,-0.05252043157815933,0.01896146796534379,True,0.11263271923532353,False,random_neurons_sparsity30,1.0,False,0.021465812790955236,True
S-INH→NM_paths,2000,0.659927248954773,1.474485158920288,0.600138832628727,0.7256907299160957,0.4261467158794403,2.182546615600586,0.32861392945051193,0.5178210452198981,0.3542519807815552,0.10188914090394974,5.541797426841686e-06,True,8.013133396242207e-06,True,random_neurons_sparsity30,0.00033250784561050117,True,8.750206463434242e-06,True
S-INH→NNM_paths,2000,0.38028284907341003,1.4714932441711426,0.31802231967449196,0.4428487904369831,0.3779526352882385,2.182037830352783,0.28487100824713707,0.47596884444355964,0.006127580534666777,0.0010684881126508117,0.9619024903929564,False,0.5892949411115413,False,random_neurons_sparsity30,1.0,False,0.9619024903929564,False
previous_token_heads,3000,0.12393180280923843,1.5586285591125488,0.06620717830955983,0.18081593886017797,0.04947827756404877,1.218109130859375,0.004710073035676043,0.09538438152521848,0.6007620692253113,0.04645390436053276,0.011010098568801361,True,0.01564968647534585,True,magnitude_attention_heads_sparsity30,0.6606059141280817,False,0.012953057139766308,True
duplicate_token_heads,2000,0.24942956864833832,1.6057902574539185,0.17649754434823992,0.3198559448122978,0.08520299941301346,1.2148833274841309,0.030764949182048452,0.14154434055089948,0.6584085822105408,0.09933377057313919,9.432943548664553e-06,True,3.47474128222516e-05,True,magnitude_attention_heads_sparsity30,0.0005659766129198732,True,1.414941532299683e-05,True
induction_heads,5000,0.2968946397304535,1.539828896522522,0.25452525094151496,0.3396654695272446,0.13436190783977509,1.220091700553894,0.10115283615887165,0.17049786932766436,0.5474424362182617,0.10193534195423126,6.564173300135595e-13,True,1.0922260051910567e-12,True,magnitude_attention_heads_sparsity30,3.938503980081357e-11,True,1.4066085643147702e-12,True
s_inhibition_heads,4000,0.7903801202774048,1.5315221548080444,0.7450262933969498,0.8390927672386169,0.25739243626594543,1.2515755891799927,0.21903490014374258,0.29635249003767966,0.6743435263633728,0.33058759570121765,3.4431005456711097e-92,True,2.1140278449291783e-86,True,magnitude_attention_heads_sparsity30,2.065860327402666e-90,True,6.886201091342219e-91,True
name_mover_heads,5000,0.19612623751163483,1.5362884998321533,0.1576584439724684,0.23928555399179458,0.13971005380153656,1.241692066192627,0.10499470476061107,0.17491077519953252,0.2876524031162262,0.03470217436552048,0.01417853563537233,True,0.0012367287679438742,True,magnitude_attention_heads_sparsity30,0.8507121381223398,False,0.016359848810044996,True
negative_name_mover_heads,2000,-0.8228709101676941,1.951327919960022,-0.9090806856751442,-0.7405021339654922,0.07573766261339188,1.220849871635437,0.024957694392651327,0.12842805199325083,1.092040777206421,-0.46711164712905884,8.924487426051684e-88,True,3.700719506323993e-76,True,magnitude_attention_heads_sparsity30,5.35469245563101e-86,True,1.0709384911262022e-86,True
backup_name_mover_heads,5000,0.13731375336647034,1.511139154434204,0.09500512816011905,0.18168137595057487,0.07318819314241409,1.2182644605636597,0.040526803489774464,0.10657444968819618,0.467000275850296,0.040982436388731,0.0037765678349137083,True,0.0038819200306268397,True,magnitude_attention_heads_sparsity30,0.2265940700948225,False,0.00453188140189645,True
all_heads,26000,0.21300409734249115,1.6182602643966675,0.1920947168022394,0.2325690884143114,0.12446872144937515,1.229964017868042,0.10999782960861922,0.13921369798481464,0.4156510531902313,0.05323022976517677,9.754980053171505e-18,True,3.6336545125495665e-23,True,magnitude_attention_heads_sparsity30,5.852988031902904e-16,True,2.438745013292876e-17,True
all_paths,12000,0.26731497049331665,1.5262984037399292,0.2416489340364933,0.29544438049197197,0.06803523004055023,1.2174173593521118,0.04572688415646554,0.08754116911441087,0.7454866170883179,0.1252608597278595,1.5894366488876484e-42,True,1.1533139243667856e-39,True,magnitude_attention_heads_sparsity30,9.53661989332589e-41,True,6.811871352375636e-42,True
DT→S-INH_paths,2000,0.22485706210136414,1.5468697547912598,0.16272060871124266,0.2894967831671238,0.08416802436113358,1.2091212272644043,0.032626787479966876,0.13331544473767282,0.6256821155548096,0.08820857107639313,8.295817807171658e-05,True,0.00011822538780563515,True,magnitude_attention_heads_sparsity30,0.004977490684302995,True,0.00011851168295959512,True
