model,quantization,perplexity,loss,ppl_increase,ppl_increase_pct
gpt2-base,none,33.01645187576874,3.4970059789258214,0.0,0.0
gpt2_fp16_gpu,fp16,33.02241769330486,3.4971866548698913,0.005965817536122131,0.01806922669513296
gpt2_fp32_baseline,unknown,33.01645031120569,3.4970059315384434,-1.5645630497829188e-06,-4.738737692559796e-06
gpt2_int8_quantized,int8,38.149846729423594,3.6415217401450324,5.133394853654856,15.547990659233529
