name,n,base_mean,base_std,base_ci_lower,base_ci_upper,quantized_mean,quantized_std,quantized_ci_lower,quantized_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon,model,p_value_bonferroni,significant_bonferroni,p_value_fdr,significant_fdr
previous_token_heads,3000,0.049785930663347244,1.547141432762146,-0.00460857122670859,0.10727975703775881,0.031075455248355865,1.5731123685836792,-0.022519461857154966,0.08646387122571465,0.37581852078437805,0.02788729965686798,0.12681781922896512,False,0.2996990137029265,False,gpt2_int8_quantized,1.0,False,0.20381435233226539,False
duplicate_token_heads,2000,0.1821799874305725,1.5922857522964478,0.1144011788070202,0.24813365340232849,0.12354077398777008,1.5882880687713623,0.05860761906951666,0.19416977129876614,0.3218751549720764,0.08464088290929794,0.00015867461274163866,True,0.0014180202775704407,True,gpt2_int8_quantized,0.00714035757337374,True,0.0005950297977811449,True
induction_heads,5000,0.2216649353504181,1.5404791831970215,0.1808581452816725,0.26635104790329933,0.1892847865819931,1.5673896074295044,0.14695519246160987,0.23178690299391747,0.1460770070552826,0.04692300781607628,0.0009143480610425086,True,0.006170220435814034,True,gpt2_int8_quantized,0.041145662746912885,True,0.0027430441831275258,True
s_inhibition_heads,4000,0.7260558009147644,1.5191328525543213,0.6768565148115158,0.7726499319076539,0.6477327346801758,1.5542397499084473,0.6015635073184967,0.6944455653429031,0.10787472128868103,0.1115189641714096,2.0656576936828275e-12,True,9.623587960514614e-12,True,gpt2_int8_quantized,9.295459621572723e-11,True,2.3238649053931808e-11,True
name_mover_heads,5000,0.12770695984363556,1.529133677482605,0.08785401601344348,0.16996145769953727,0.10574577748775482,1.5562171936035156,0.0653364615514875,0.1488253500312567,0.17196543514728546,0.033056702464818954,0.019466600848549273,True,0.06390523285079762,False,gpt2_int8_quantized,0.8759970381847173,False,0.03808682774716162,True
negative_name_mover_heads,2000,-0.8918771743774414,1.9112881422042847,-0.9734948098659515,-0.8062009781599045,-0.6930228471755981,1.9464833736419678,-0.7758035808801651,-0.6065799698233605,0.22296155989170074,-0.24361971020698547,7.023005619815594e-27,True,5.1743039576662965e-24,True,gpt2_int8_quantized,3.1603525289170173e-25,True,1.5801762644585086e-25,True
backup_name_mover_heads,5000,0.05972721427679062,1.5037482976913452,0.02098862798884512,0.10217640120536088,0.041362449526786804,1.5337531566619873,0.0002637470373884004,0.08298118151724339,0.30747732520103455,0.027633583173155785,0.05078126502450112,False,0.1605768192408048,False,gpt2_int8_quantized,1.0,False,0.08789065100394426,False
all_heads,26000,0.1415262222290039,1.6082639694213867,0.12169067561626434,0.1608605608344078,0.12412147223949432,1.6217212677001953,0.10450325645506382,0.14400889165699482,0.12297897785902023,0.025076309219002724,5.284343202559997e-05,True,0.0003894510309639271,True,gpt2_int8_quantized,0.0023779544411519984,True,0.00023779544411519987,True
all_paths,12000,0.18536047637462616,1.5225963592529297,0.15781001299619676,0.21147453859448434,0.16311290860176086,1.5572190284729004,0.134399600699544,0.19144951701164245,0.12002325803041458,0.03277292475104332,0.00033206847212437993,True,0.006540030241220858,True,gpt2_int8_quantized,0.014943081245597097,True,0.0011494677881228538,True
DT→S-INH_paths,2000,0.1436852365732193,1.53803288936615,0.07281425539404154,0.213629038259387,0.10916201770305634,1.5652170181274414,0.04239750057458879,0.17406711541116238,0.2402697652578354,0.05130277946591377,0.021907796788859173,True,0.04634071533505877,True,gpt2_int8_quantized,0.9858508554986628,False,0.04107711897911095,True
IND→BNM_paths,2000,0.027935976162552834,1.5256645679473877,-0.03929810551926493,0.08989614825695753,0.02231655828654766,1.5601099729537964,-0.05035498393699517,0.09206444956362246,0.2011534422636032,0.008397668600082397,0.7073573050141377,False,0.9586715523994591,False,gpt2_int8_quantized,1.0,False,0.795776968140905,False
IND→NM_paths,2000,0.03579649329185486,1.5280734300613403,-0.032845069002360096,0.09907075837254524,0.03429972380399704,1.5606029033660889,-0.030491015128791325,0.10716378651559351,0.04181329905986786,0.002228383906185627,0.9206469284069916,False,0.8308718436149041,False,gpt2_int8_quantized,1.0,False,0.9328139594292015,False
PT→IND_paths,2000,0.03391057625412941,1.5123648643493652,-0.034276122692972415,0.09891573656350372,0.021878324449062347,1.5466564893722534,-0.04325118521228431,0.08496467303484675,0.3548229932785034,0.018078451976180077,0.4190193972149364,False,0.6261660682676982,False,gpt2_int8_quantized,1.0,False,0.5237742465186704,False
S-INH→NM_paths,2000,0.5805248022079468,1.4713971614837646,0.5118431895971298,0.6411748692393303,0.5303492546081543,1.518470287322998,0.4612045407295227,0.5902408674359322,0.0864313617348671,0.07174918055534363,0.0013581468347204702,True,0.005773783780275867,True,gpt2_int8_quantized,0.06111660756242116,False,0.003819787972651322,True
S-INH→NNM_paths,2000,0.29030993580818176,1.4799799919128418,0.2272401858121157,0.3558941431343555,0.2606716454029083,1.5260099172592163,0.19344685412943366,0.3242336608469486,0.10209189355373383,0.042807672172784805,0.0557706516153423,False,0.12092122152247582,False,gpt2_int8_quantized,1.0,False,0.0929510860255705,False
previous_token_heads,3000,0.049785930663347244,1.547141432762146,-0.006693819991778577,0.10575628839433193,0.05046437680721283,1.5463106632232666,-0.004737932456191626,0.11038953699171543,-0.013627266511321068,-0.07069455087184906,0.00011049524481151383,True,0.001052147606133457,True,gpt2_fp16_gpu,0.004972286016518122,True,0.0004520260015016475,True
duplicate_token_heads,2000,0.1821799874305725,1.5922857522964478,0.11480009686201813,0.24952282197773457,0.18286477029323578,1.5915335416793823,0.11259643938392401,0.2519294828176498,-0.0037588258273899555,-0.07126468420028687,0.001463504485948693,True,0.006621098279446522,True,gpt2_fp16_gpu,0.06585770186769119,False,0.0038739824628053637,True
induction_heads,5000,0.2216649353504181,1.5404791831970215,0.1799535717815161,0.26229217424988743,0.22240202128887177,1.539474368095398,0.1794353924691677,0.2657303616404533,-0.0033252257853746414,-0.07693717628717422,5.5900953819357225e-08,True,3.030908767624269e-06,True,gpt2_fp16_gpu,2.515542921871075e-06,True,3.5936327455301074e-07,True
s_inhibition_heads,4000,0.7260558009147644,1.5191328525543213,0.6806717023253441,0.7760017529129982,0.7269236445426941,1.518067717552185,0.6773488551378251,0.7730046272277832,-0.001195285003632307,-0.0904359444975853,1.1501321129131215e-08,True,5.997506997031514e-07,True,gpt2_fp16_gpu,5.175594508109047e-07,True,8.62599084684841e-08,True
name_mover_heads,5000,0.12770695984363556,1.529133677482605,0.08555416502058506,0.16750343516469002,0.12852303683757782,1.5281912088394165,0.08922688364982605,0.16924515552818775,-0.006390231195837259,-0.08554466813802719,1.570125217522952e-09,True,1.2558543751057155e-07,True,gpt2_fp16_gpu,7.065563478853285e-08,True,1.413112695770657e-08,True
negative_name_mover_heads,2000,-0.8918771743774414,1.9112881422042847,-0.9707006439566612,-0.8131716951727868,-0.8912155032157898,1.9108179807662964,-0.968935826420784,-0.8120285272598267,0.0007418859750032425,-0.06910543143749237,0.0020310694263223628,True,0.009893776297941699,True,gpt2_fp16_gpu,0.09139812418450632,False,0.004352291627833634,True
backup_name_mover_heads,5000,0.05972721427679062,1.5037482976913452,0.01792306262068452,0.10396276619285344,0.060435399413108826,1.5028074979782104,0.01909225559793414,0.10545820593833923,-0.011856992729008198,-0.07388054579496384,1.825787439367778e-07,True,7.618646125964576e-06,True,gpt2_fp16_gpu,8.216043477155001e-06,True,1.0270054346443751e-06,True
all_heads,26000,0.1415262222290039,1.6082639694213867,0.12084369435906411,0.16022460013628007,0.14227649569511414,1.6074016094207764,0.12267552707344294,0.16264422088861463,-0.005301303695887327,-0.07831405848264694,1.9052921481475673e-36,True,1.6130287184103838e-27,True,gpt2_fp16_gpu,8.573814666664052e-35,True,8.573814666664052e-35,True
all_paths,12000,0.18536047637462616,1.5225963592529297,0.15864646583795547,0.21404412537813186,0.18609508872032166,1.5215952396392822,0.16047727614641188,0.21489066332578657,-0.003963155206292868,-0.07628970593214035,7.1530499432538e-17,True,5.664085522280756e-13,True,gpt2_fp16_gpu,3.2188724744642097e-15,True,1.07295749148807e-15,True
