name,n,base_mean,base_std,base_ci_lower,base_ci_upper,quantized_mean,quantized_std,quantized_ci_lower,quantized_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon
previous_token_heads,3000,0.12393169105052948,1.5586280822753906,0.07256601769477135,0.1834943551570177,0.13529202342033386,1.3726805448532104,0.08858155626803639,0.1829663436859846,-0.091666080057621,-0.009266507811844349,0.6118673811147468,False,0.6413677565168796,False
duplicate_token_heads,2000,0.24942830204963684,1.605793833732605,0.17567609585821628,0.3149592764675617,0.1563330739736557,1.3833281993865967,0.09550522789359095,0.21180034913122653,0.37323442101478577,0.07451938092708588,0.0008786601378033413,True,0.0011968338325942123,True
induction_heads,2000,0.4995901584625244,1.564689040184021,0.4334612309932709,0.567010560631752,0.08974795043468475,1.394694209098816,0.02895195223391056,0.15037782937288285,0.8203568458557129,0.29841622710227966,5.7888200545136446e-39,True,4.301135322834566e-37,True
all_heads,7000,0.2671188414096832,1.5816733837127686,0.2287697471678257,0.3047887526452541,0.12829115986824036,1.3822851181030273,0.09575971439480782,0.15894160345196723,0.5197225213050842,0.10774451494216919,2.5270852821102905e-19,True,1.2815909777714677e-17,True
all_paths,1000,0.11905555427074432,1.5097136497497559,0.02424626057036222,0.21229323819279666,0.08278098702430725,1.389647126197815,0.000695593815908074,0.16464969664812087,0.3046860694885254,0.03089272789657116,0.32909015788647866,False,0.3311405331851691,False
PT→IND_paths,1000,0.11905555427074432,1.5097136497497559,0.030488025257363938,0.21690791472792623,0.08278098702430725,1.389647126197815,-0.006627905636560163,0.16650454401969908,0.3046860694885254,0.03089272789657116,0.32909015788647866,False,0.3311405331851691,False
