model,base_mean_logit_diff,base_std_logit_diff,base_median_logit_diff,base_accuracy,base_gt_prob_mass,base_gt_prob_mass_std,pruned_mean_logit_diff,pruned_std_logit_diff,pruned_median_logit_diff,pruned_accuracy,pruned_gt_prob_mass,pruned_gt_prob_mass_std,degradation_logit_diff,degradation_accuracy
magnitude_neurons_sparsity30,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,-0.5803104043006897,0.6428868174552917,-0.7084808349609375,0.0020000000949949026,0.044754933565855026,0.08790010213851929,1.203287653991135,0.997872340319077
random_attention_heads_sparsity30,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,1.0663503408432007,1.7013201713562012,1.0801773071289062,0.49900001287460327,0.5686373114585876,0.18747247755527496,0.6264484360160836,0.4691489211273927
random_neurons_sparsity30,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,0.42097726464271545,1.2857913970947266,0.4835205078125,0.33799999952316284,0.4523037374019623,0.24100777506828308,0.8525280955182055,0.640425531510154
magnitude_attention_heads_sparsity30,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,1.196869134902954,1.045737385749817,1.1076431274414062,0.6610000133514404,0.667043149471283,0.21844527125358582,0.5807265960326473,0.2968084946510855
