source_layer,source_head,target_layer,target_head,path_type,path_name,base_score,pruned_score,degradation,base_std,pruned_std,n_samples,model
0,1,9,1,YE→YD,L0H1→L9H1,-1.080631136894226,-0.573330819606781,0.46944817900657654,0.9481299519538879,0.6153997778892517,1000,magnitude_neurons_sparsity30
1,5,9,1,YE→YD,L1H5→L9H1,-1.1947851181030273,-0.5673378705978394,0.5251548886299133,0.9847798347473145,0.6198493242263794,1000,magnitude_neurons_sparsity30
9,1,10,7,YD→CMP,L9H1→L10H7,-0.5227404832839966,-0.5822559595108032,-0.11385281383991241,0.8533341884613037,0.6188650727272034,1000,magnitude_neurons_sparsity30
10,7,11,0,CMP→OUT,L10H7→L11H0,-1.250503420829773,-0.5702510476112366,0.5439828038215637,0.9683805108070374,0.6077569127082825,1000,magnitude_neurons_sparsity30
10,7,11,10,CMP→OUT,L10H7→L11H10,-1.250503420829773,-0.5702510476112366,0.5439828038215637,0.9683805108070374,0.6077569127082825,1000,magnitude_neurons_sparsity30
9,1,11,0,YD→OUT,L9H1→L11H0,-0.7509259581565857,-0.5809862017631531,0.2263069450855255,0.9220171570777893,0.6189515590667725,1000,magnitude_neurons_sparsity30
9,1,11,10,YD→OUT,L9H1→L11H10,-0.7509259581565857,-0.5809862017631531,0.2263069450855255,0.9220171570777893,0.6189515590667725,1000,magnitude_neurons_sparsity30
0,1,9,1,YE→YD,L0H1→L9H1,-1.080631136894226,-0.7990550398826599,0.2605663239955902,0.9481299519538879,1.0128586292266846,1000,random_attention_heads_sparsity30
1,5,9,1,YE→YD,L1H5→L9H1,-1.1947851181030273,-0.9629989266395569,0.19399821758270264,0.9847798347473145,0.990632176399231,1000,random_attention_heads_sparsity30
9,1,10,7,YD→CMP,L9H1→L10H7,-0.5227404832839966,-0.3188389241695404,0.39006268978118896,0.8533341884613037,1.0296653509140015,1000,random_attention_heads_sparsity30
10,7,11,0,CMP→OUT,L10H7→L11H0,-1.250503420829773,-1.0573557615280151,0.15445591509342194,0.9683805108070374,0.9959708452224731,1000,random_attention_heads_sparsity30
10,7,11,10,CMP→OUT,L10H7→L11H10,-1.250503420829773,-1.0573557615280151,0.15445591509342194,0.9683805108070374,0.9959708452224731,1000,random_attention_heads_sparsity30
9,1,11,0,YD→OUT,L9H1→L11H0,-0.7509259581565857,-0.4418816566467285,0.41155096888542175,0.9220171570777893,1.0318691730499268,1000,random_attention_heads_sparsity30
9,1,11,10,YD→OUT,L9H1→L11H10,-0.7509259581565857,-0.4418816566467285,0.41155096888542175,0.9220171570777893,1.0318691730499268,1000,random_attention_heads_sparsity30
0,1,9,1,YE→YD,L0H1→L9H1,-1.080631136894226,-1.6156513690948486,-0.4950997829437256,0.9481299519538879,1.0282676219940186,1000,random_neurons_sparsity30
1,5,9,1,YE→YD,L1H5→L9H1,-1.1947851181030273,-1.6709010601043701,-0.39849504828453064,0.9847798347473145,1.0380816459655762,1000,random_neurons_sparsity30
9,1,10,7,YD→CMP,L9H1→L10H7,-0.5227404832839966,-1.5632191896438599,-1.9904307126998901,0.8533341884613037,1.027114748954773,1000,random_neurons_sparsity30
10,7,11,0,CMP→OUT,L10H7→L11H0,-1.250503420829773,-1.7069225311279297,-0.3649882972240448,0.9683805108070374,1.0014808177947998,1000,random_neurons_sparsity30
10,7,11,10,CMP→OUT,L10H7→L11H10,-1.250503420829773,-1.7069225311279297,-0.3649882972240448,0.9683805108070374,1.0014808177947998,1000,random_neurons_sparsity30
9,1,11,0,YD→OUT,L9H1→L11H0,-0.7509259581565857,-1.5855973958969116,-1.111522912979126,0.9220171570777893,1.0298702716827393,1000,random_neurons_sparsity30
9,1,11,10,YD→OUT,L9H1→L11H10,-0.7509259581565857,-1.5855973958969116,-1.111522912979126,0.9220171570777893,1.0298702716827393,1000,random_neurons_sparsity30
0,1,9,1,YE→YD,L0H1→L9H1,-1.080631136894226,-0.6779229044914246,0.37266021966934204,0.9481299519538879,0.6929475665092468,1000,magnitude_attention_heads_sparsity30
1,5,9,1,YE→YD,L1H5→L9H1,-1.1947851181030273,-0.7225986123085022,0.3952062129974365,0.9847798347473145,0.7070544362068176,1000,magnitude_attention_heads_sparsity30
9,1,10,7,YD→CMP,L9H1→L10H7,-0.5227404832839966,-0.5170496702194214,0.010886497795581818,0.8533341884613037,0.6667098999023438,1000,magnitude_attention_heads_sparsity30
10,7,11,0,CMP→OUT,L10H7→L11H0,-1.250503420829773,-0.7145505547523499,0.42858967185020447,0.9683805108070374,0.7042166590690613,1000,magnitude_attention_heads_sparsity30
10,7,11,10,CMP→OUT,L10H7→L11H10,-1.250503420829773,-0.7145505547523499,0.42858967185020447,0.9683805108070374,0.7042166590690613,1000,magnitude_attention_heads_sparsity30
9,1,11,0,YD→OUT,L9H1→L11H0,-0.7509259581565857,-0.5480011105537415,0.27023282647132874,0.9220171570777893,0.67647784948349,1000,magnitude_attention_heads_sparsity30
9,1,11,10,YD→OUT,L9H1→L11H10,-0.7509259581565857,-0.5480011105537415,0.27023282647132874,0.9220171570777893,0.67647784948349,1000,magnitude_attention_heads_sparsity30
