name,n,base_mean,base_std,base_ci_lower,base_ci_upper,pruned_mean,pruned_std,pruned_ci_lower,pruned_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon,model
year_encoding_heads,2000,-1.0997751951217651,0.9726033806800842,-1.1408278077840805,-1.0569781422615052,-0.6239173412322998,0.329194575548172,-0.637854366004467,-0.6096467673778534,0.4326864778995514,-0.5200470089912415,4.801619776486463e-106,True,2.468474741289317e-162,True,random_neurons_sparsity50
year_difference_heads,1000,-0.009196929633617401,0.8168637752532959,-0.05718737784773111,0.04273547325283288,-0.6200045347213745,0.329616516828537,-0.6386728033423423,-0.5997114658355713,-66.41429138183594,0.7474185824394226,2.2299762893653676e-98,True,1.0320785216477969e-89,True,random_neurons_sparsity50
comparison_heads,1000,-1.3246396780014038,0.9774264693260193,-1.3801014930009843,-1.2623144656419754,-0.6384410262107849,0.33099496364593506,-0.6579074531793594,-0.6179171949625015,0.5180266499519348,-0.748709499835968,1.200004188945647e-98,True,9.866884585029e-95,True,random_neurons_sparsity50
output_computation_heads,2000,-1.165978193283081,0.9802270531654358,-1.2077203392982483,-1.1258676439523696,-0.6355694532394409,0.33158960938453674,-0.6490503340959549,-0.621993550658226,0.4549044966697693,-0.5788170099258423,1.3275353909776722e-127,True,2.9181706736018e-168,True,random_neurons_sparsity50
all_heads,6000,-0.9775571823120117,1.0484354496002197,-1.0058361500501634,-0.9509635478258133,-0.6295698881149292,0.3304421901702881,-0.6379778474569321,-0.6209277167916298,0.355976402759552,-0.3481387495994568,2.953005783551854e-151,True,4.9233001312842193e-231,True,random_neurons_sparsity50
all_paths,7000,-0.9715736508369446,0.9775199294090271,-0.994004738330841,-0.950419868528843,-0.6290226578712463,0.3299233019351959,-0.6367837220430375,-0.621876722574234,0.35257336497306824,-0.3720499873161316,2.5366908521143267e-199,True,0.0,True,random_neurons_sparsity50
CMP→OUT_paths,2000,-1.250503420829773,0.9683805108070374,-1.2905198246240617,-1.2080505818128586,-0.6377303600311279,0.3309903144836426,-0.6513464391231537,-0.6226125553250312,0.49002110958099365,-0.6750521063804626,3.2676283458491877e-165,True,2.2543637342104387e-182,True,random_neurons_sparsity50
YD→CMP_paths,1000,-0.5227404832839966,0.8533341884613037,-0.5741812646389007,-0.46674287840723994,-0.620871365070343,0.32945016026496887,-0.6417105376720429,-0.6013378068804741,-0.18772390484809875,0.12126784026622772,0.00013455260430156728,True,0.007573838346157881,True,random_neurons_sparsity50
YD→OUT_paths,2000,-0.7509259581565857,0.9220171570777893,-0.7883010983467102,-0.7090476512908935,-0.6205291748046875,0.328721821308136,-0.6346938669681549,-0.6063743874430656,0.17364798486232758,-0.15022079646587372,2.4201012720339244e-11,True,3.59401528829969e-52,True,random_neurons_sparsity50
YE→YD_paths,2000,-1.1377081871032715,0.9683122634887695,-1.1826695024967193,-1.094903838634491,-0.6328840851783752,0.32999303936958313,-0.6471659809350967,-0.6189701229333877,0.4437201917171478,-0.5572674870491028,1.477578284246766e-119,True,1.1722182231949026e-166,True,random_neurons_sparsity50
year_encoding_heads,2000,-1.0997751951217651,0.9726033806800842,-1.1419019162654878,-1.0571992129087449,-0.44938018918037415,0.7027310132980347,-0.4774565570056438,-0.4198972202837467,0.5913890600204468,-0.6454682350158691,2.1684617241267178e-153,True,1.54127681327528e-154,True,magnitude_neurons_sparsity50
year_difference_heads,1000,-0.009196929633617401,0.8168637752532959,-0.05847742119804024,0.040244060847908256,-0.41934734582901,0.7068261504173279,-0.45935038700699804,-0.37617882117629053,-44.59645080566406,0.40992048382759094,1.3377182131319621e-35,True,3.0313549665437924e-40,True,magnitude_neurons_sparsity50
comparison_heads,1000,-1.3246396780014038,0.9774264693260193,-1.3842294305562972,-1.2702731966972352,-0.4325729310512543,0.702346920967102,-0.4789733588695526,-0.38889666870236395,0.6734410524368286,-0.8856126070022583,9.345725565340767e-128,True,1.3047252730509558e-101,True,magnitude_neurons_sparsity50
output_computation_heads,2000,-1.165978193283081,0.9802270531654358,-1.2112844854593277,-1.1242946535348892,-0.4326784908771515,0.7026496529579163,-0.4641637794673443,-0.40105798095464706,0.6289137601852417,-0.7324167490005493,1.145117982292407e-188,True,1.2742360751542735e-171,True,magnitude_neurons_sparsity50
all_heads,6000,-0.9775571823120117,1.0484354496002197,-1.0030341625213623,-0.9495845675468445,-0.4360062777996063,0.7034034729003906,-0.45403116270899774,-0.41804017722606657,0.5539838075637817,-0.49515581130981445,5.216699568308631e-288,True,4.791087542907035e-300,True,magnitude_neurons_sparsity50
all_paths,7000,-0.9715736508369446,0.9775199294090271,-0.9924011811614036,-0.9502184063196182,-0.4272620677947998,0.7048497796058655,-0.4443697951734066,-0.41099547892808913,0.5602370500564575,-0.533976137638092,0.0,True,0.0,True,magnitude_neurons_sparsity50
CMP→OUT_paths,2000,-1.250503420829773,0.9683805108070374,-1.2922267764806747,-1.2052245438098907,-0.4336707890033722,0.7023177742958069,-0.4640077233314514,-0.4013171397149563,0.6532030701637268,-0.8184713125228882,7.440716062173836e-225,True,6.607234097299815e-190,True,magnitude_neurons_sparsity50
YD→CMP_paths,1000,-0.5227404832839966,0.8533341884613037,-0.5775616645812989,-0.47025482952594755,-0.42153337597846985,0.7070351839065552,-0.4676979586482048,-0.37951401919126515,0.19360870122909546,-0.10735184699296951,0.0007182799983791756,True,8.919283734398421e-07,True,magnitude_neurons_sparsity50
YD→OUT_paths,2000,-0.7509259581565857,0.9220171570777893,-0.789850476384163,-0.7083895891904831,-0.42147454619407654,0.7071077227592468,-0.45232283174991605,-0.39137854650616644,0.43872690200805664,-0.33664289116859436,1.3987384106059627e-48,True,1.0051383762595184e-72,True,magnitude_neurons_sparsity50
YE→YD_paths,2000,-1.1377081871032715,0.9683122634887695,-1.1779360860586165,-1.092235028743744,-0.429505318403244,0.7039526700973511,-0.46038187220692633,-0.39911236241459846,0.6224820017814636,-0.7106210589408875,1.1106001673776285e-179,True,9.120445067328386e-168,True,magnitude_neurons_sparsity50
year_encoding_heads,2000,-1.0997751951217651,0.9726033806800842,-1.145057386159897,-1.0564102709293366,-0.6337469220161438,0.8157779574394226,-0.6696644738316536,-0.5982410967350006,0.4237486720085144,-0.9856845736503601,5.4858293842477785e-297,True,4.059564799582831e-245,True,magnitude_attention_heads_sparsity50
year_difference_heads,1000,-0.009196929633617401,0.8168637752532959,-0.0625244090333581,0.04642826523631811,-0.6866059303283691,0.834180474281311,-0.7401102036237717,-0.6347918570041656,-73.65599060058594,1.1633977890014648,7.097543143884349e-188,True,8.847814904762699e-139,True,magnitude_attention_heads_sparsity50
comparison_heads,1000,-1.3246396780014038,0.9774264693260193,-1.3836931854486465,-1.2657472014427185,-0.6866059303283691,0.834180474281311,-0.7374393120408058,-0.6319730013608933,0.48166587948799133,-1.4330782890319824,2.071410475563254e-244,True,3.4155294636413225e-158,True,magnitude_attention_heads_sparsity50
output_computation_heads,2000,-1.165978193283081,0.9802270531654358,-1.2084118336439134,-1.1205814272165298,-0.6866059303283691,0.834180474281311,-0.7224259108304978,-0.6487460091710091,0.41113314032554626,-0.9909605383872986,2.8058096789082034e-299,True,1.677776596018022e-251,True,magnitude_attention_heads_sparsity50
all_heads,6000,-0.9775571823120117,1.0484354496002197,-1.002595427632332,-0.951733972132206,-0.6689862608909607,0.8284666538238525,-0.6895948693156242,-0.6484973788261413,0.3156551122665405,-0.4651017487049103,1.9358867427512693e-257,True,9.062562053208238e-286,True,magnitude_attention_heads_sparsity50
all_paths,7000,-0.9715736508369446,0.9775199294090271,-0.9935231864452362,-0.949524961411953,-0.6873868703842163,0.8342447876930237,-0.7061322197318077,-0.6682077825069428,0.2925015389919281,-0.5280317068099976,0.0,True,0.0,True,magnitude_attention_heads_sparsity50
CMP→OUT_paths,2000,-1.250503420829773,0.9683805108070374,-1.2908320754766465,-1.2067246377468108,-0.6866059303283691,0.834180474281311,-0.7217538729310036,-0.6490759417414665,0.45093637704849243,-1.2489348649978638,0.0,True,7.842991150561218e-300,True,magnitude_attention_heads_sparsity50
YD→CMP_paths,1000,-0.5227404832839966,0.8533341884613037,-0.5766669332981109,-0.46907339841127393,-0.6866059303283691,0.834180474281311,-0.7365395829081536,-0.6368803575634957,-0.31347379088401794,0.37622159719467163,1.3645933199033858e-30,True,7.30186437898748e-36,True,magnitude_attention_heads_sparsity50
YD→OUT_paths,2000,-0.7509259581565857,0.9220171570777893,-0.7916204124689102,-0.7122924268245697,-0.6866059303283691,0.834180474281311,-0.722977551817894,-0.6491285115480423,0.08565428853034973,-0.13291709125041962,3.298474300291162e-09,True,2.1598189555502816e-06,True,magnitude_attention_heads_sparsity50
YE→YD_paths,2000,-1.1377081871032715,0.9683122634887695,-1.1808416813611984,-1.0941275984048844,-0.6893389225006104,0.8344023823738098,-0.7274238586425781,-0.6535010129213333,0.3940986394882202,-0.9410322904586792,1.3088842467618867e-277,True,2.847964263492525e-240,True,magnitude_attention_heads_sparsity50
year_encoding_heads,2000,-1.0997751951217651,0.9726033806800842,-1.142197385430336,-1.0582766830921173,-0.2728256583213806,0.657977819442749,-0.3028395563364029,-0.24337355457246304,0.7519260048866272,-1.3253681659698486,0.0,True,9.069508492498936e-265,True,random_attention_heads_sparsity50
year_difference_heads,1000,-0.009196929633617401,0.8168637752532959,-0.06026029866188763,0.04206077568233011,-0.1531103551387787,0.6409234404563904,-0.1945024013519287,-0.11142088063061238,-15.647985458374023,0.2842239737510681,1.2811611359141183e-18,True,1.0164198185595556e-18,True,random_attention_heads_sparsity50
comparison_heads,1000,-1.3246396780014038,0.9774264693260193,-1.3864083111286163,-1.2655990928411485,-0.2740921676158905,0.6560150980949402,-0.312628173828125,-0.23358118310570716,0.7930817008018494,-1.6108098030090332,8.292043104279451e-280,True,3.71781318577878e-149,True,random_attention_heads_sparsity50
output_computation_heads,2000,-1.165978193283081,0.9802270531654358,-1.2097891330718995,-1.119015634059906,-0.26703542470932007,0.6560200452804565,-0.2941390126943588,-0.23876656144857406,0.7709773182868958,-1.4263838529586792,0.0,True,1.9810620937210793e-277,True,random_attention_heads_sparsity50
all_heads,6000,-0.9775571823120117,1.0484354496002197,-1.006123822927475,-0.9524383053183556,-0.2511540949344635,0.6556568145751953,-0.26849769353866576,-0.234874552115798,0.7430799007415771,-0.9951393604278564,0.0,True,0.0,True,random_attention_heads_sparsity50
all_paths,7000,-0.9715736508369446,0.9775199294090271,-0.9927581906318664,-0.9490064039826394,-0.22249022126197815,0.652639627456665,-0.23811842761933805,-0.2066685687750578,0.7710001468658447,-1.1878105401992798,0.0,True,0.0,True,random_attention_heads_sparsity50
CMP→OUT_paths,2000,-1.250503420829773,0.9683805108070374,-1.2919163316488267,-1.2106452643871308,-0.2739262282848358,0.6567327976226807,-0.3030696645379066,-0.2445637658238411,0.780947208404541,-1.5422040224075317,0.0,True,1.0998464686250806e-289,True,random_attention_heads_sparsity50
YD→CMP_paths,1000,-0.5227404832839966,0.8533341884613037,-0.5777728304266929,-0.46680386662483214,-0.15479664504528046,0.6388605833053589,-0.1935910400003195,-0.11579786986112596,0.7038747668266296,-0.7348001599311829,9.373849056644442e-96,True,2.7819841528207813e-83,True,random_attention_heads_sparsity50
YD→OUT_paths,2000,-0.7509259581565857,0.9220171570777893,-0.7923716723918914,-0.7098156660795212,-0.1577821671962738,0.6409085988998413,-0.18514986857771873,-0.12986862175166608,0.7898832559585571,-1.0523794889450073,0.0,True,5.976200757557083e-219,True,random_attention_heads_sparsity50
YE→YD_paths,2000,-1.1377081871032715,0.9683122634887695,-1.1813970535993576,-1.095437815785408,-0.2696090042591095,0.6582608222961426,-0.29767259731888773,-0.24335021749138833,0.7630245089530945,-1.3989077806472778,0.0,True,7.879041825690615e-275,True,random_attention_heads_sparsity50
