name,n,base_mean,base_std,base_ci_lower,base_ci_upper,pruned_mean,pruned_std,pruned_ci_lower,pruned_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon,model,p_value_bonferroni,significant_bonferroni,p_value_fdr,significant_fdr
previous_token_heads,3000,0.12393180280923843,1.5586285591125488,0.07256693281233317,0.18349278680980205,-0.06962087750434875,3.1336958408355713,-0.1842765364795923,0.03767340825870631,1.561767578125,0.05760424956679344,0.0016231528419406126,True,0.0015723704381912782,True,magnitude_neurons_sparsity50,0.09738917051643675,False,0.001947783410328735,True
duplicate_token_heads,2000,0.24942956864833832,1.6057902574539185,0.17567712888121606,0.3149590827524662,-0.033146198838949203,3.132197856903076,-0.16325718164443964,0.10631679277867077,1.1328879594802856,0.08362005650997162,0.00019019929175083502,True,0.00022174780419428306,True,magnitude_neurons_sparsity50,0.011411957505050101,True,0.0002717132739297643,True
induction_heads,5000,0.2968946397304535,1.539828896522522,0.2531622782349587,0.33956236243247984,-0.014649529941380024,3.1376540660858154,-0.10058341026306152,0.06999744474887847,1.0493425130844116,0.0924856886267662,6.808011659686227e-11,True,5.683800123642984e-11,True,magnitude_neurons_sparsity50,4.084806995811736e-09,True,1.4085541364868054e-10,True
s_inhibition_heads,4000,0.7903801202774048,1.5315221548080444,0.7414389461278915,0.8390510469675064,0.01939236745238304,3.143082857131958,-0.07246662043035029,0.11275919750332832,0.9754645228385925,0.22991332411766052,1.0431439785431683e-46,True,1.6020762946916815e-43,True,magnitude_neurons_sparsity50,6.25886387125901e-45,True,4.814510670199238e-46,True
name_mover_heads,5000,0.19612623751163483,1.5362884998321533,0.15169463828206065,0.23740964718163013,-0.11024842411279678,3.127636194229126,-0.19364825934171676,-0.02358007756993182,1.5621299743652344,0.0920109674334526,8.499908564092524e-11,True,3.512687829549793e-11,True,magnitude_neurons_sparsity50,5.099945138455515e-09,True,1.699981712818505e-10,True
negative_name_mover_heads,2000,-0.8228709101676941,1.951327919960022,-0.9075149983167649,-0.7327248707413674,0.0416124053299427,3.1399669647216797,-0.09069072771817445,0.1785467643290758,1.050569772720337,-0.24439001083374023,4.91185381566708e-27,True,4.16629503340568e-23,True,magnitude_neurons_sparsity50,2.947112289400248e-25,True,1.63728460522236e-26,True
backup_name_mover_heads,5000,0.13731375336647034,1.511139154434204,0.09405068326741459,0.17637599334120752,-0.05451313406229019,3.138188362121582,-0.1448717027902603,0.029983710870146736,1.3969968557357788,0.05735157057642937,5.090512934898307e-05,True,3.120049622900703e-05,True,magnitude_neurons_sparsity50,0.003054307760938984,True,7.449531124241424e-05,True
all_heads,26000,0.21300409734249115,1.6182602643966675,0.1933121606707573,0.2330491367727518,-0.03890061751008034,3.136333465576172,-0.07885892875492573,0.0014615300518926227,1.1826285123825073,0.07435011863708496,4.9973688490081445e-33,True,8.602954762050189e-35,True,magnitude_neurons_sparsity50,2.9984213094048866e-31,True,2.141729506717776e-32,True
all_paths,12000,0.26731497049331665,1.5262984037399292,0.23787198550999164,0.296215908229351,-0.021085400134325027,3.1367456912994385,-0.07433375418186187,0.03639045674353837,1.0788785219192505,0.08583242446184158,6.313408377803327e-21,True,1.0734345678261093e-20,True,magnitude_neurons_sparsity50,3.788045026681996e-19,True,1.7218386484918166e-20,True
DT→S-INH_paths,2000,0.22485706210136414,1.5468697547912598,0.1629536259919405,0.2910585798323154,-0.02718069590628147,3.1332473754882812,-0.15026043355464933,0.10840303767472503,1.120879888534546,0.0750424861907959,0.0008080132556506737,True,0.0008503046186406584,True,magnitude_neurons_sparsity50,0.04848079533904042,True,0.0010539303334574004,True
IND→BNM_paths,2000,0.10793275386095047,1.5315563678741455,0.04085214491933586,0.1758551139384508,-0.012862573377788067,3.1394174098968506,-0.1519859332591295,0.12274166662245989,1.1191720962524414,0.036067087203264236,0.10699672543636127,False,0.08563508922964048,False,magnitude_neurons_sparsity50,1.0,False,0.11262813203827503,False
IND→NM_paths,2000,0.11626216024160385,1.5344535112380981,0.05263224048539996,0.18142100758850574,-0.013020387850701809,3.139355421066284,-0.13806901648640632,0.12668472155928603,1.1119916439056396,0.03855689987540245,0.08488307590996191,False,0.06751408522945733,False,magnitude_neurons_sparsity50,1.0,False,0.09094615276067347,False
PT→IND_paths,2000,0.11462796479463577,1.5181773900985718,0.04764022966846824,0.1755065556615591,-0.04559306055307388,3.1363866329193115,-0.1908195529133081,0.08491987790912389,1.3977481126785278,0.04806319996714592,0.03176096226227604,True,0.02546591363956265,True,magnitude_neurons_sparsity50,1.0,False,0.03595580633465212,True
S-INH→NM_paths,2000,0.659927248954773,1.474485158920288,0.5925066456198692,0.7223872810602188,-0.015760034322738647,3.135786771774292,-0.14893851503729819,0.11722819618880749,1.0238815546035767,0.20027422904968262,7.62969126210894e-19,True,9.142517481163635e-18,True,magnitude_neurons_sparsity50,4.577814757265364e-17,True,1.8311259029061457e-18,True
S-INH→NNM_paths,2000,0.38028284907341003,1.4714932441711426,0.31580403745174407,0.44636357128620147,-0.012095649726688862,3.1361372470855713,-0.14220658019185062,0.12298668995499608,1.0318070650100708,0.11687024682760239,1.91993279258982e-07,True,3.621477426568206e-07,True,magnitude_neurons_sparsity50,1.151959675553892e-05,True,3.113404528524032e-07,True
previous_token_heads,3000,0.12393180280923843,1.5586285591125488,0.06607616394758224,0.17531304396688935,-0.03402788192033768,1.4915485382080078,-0.08849809952080248,0.02043965673074126,1.2745693922042847,0.07820621132850647,1.9033826445874767e-05,True,0.00031104001144310195,True,magnitude_attention_heads_sparsity50,0.0011420295867524861,True,2.855073966881215e-05,True
duplicate_token_heads,2000,0.24942956864833832,1.6057902574539185,0.17472692541778087,0.3193141549825668,-0.028850313276052475,1.492339849472046,-0.09551946390420196,0.035956543777137986,1.115665078163147,0.13448219001293182,2.163204393694035e-09,True,1.0996129772144548e-07,True,magnitude_attention_heads_sparsity50,1.297922636216421e-07,True,4.056008238176315e-09,True
induction_heads,5000,0.2968946397304535,1.539828896522522,0.2573026157915592,0.3389196954667568,-0.02812725305557251,1.4914653301239014,-0.06877482440322637,0.015038921171799296,1.0947381258010864,0.16134940087795258,8.884028374402856e-30,True,4.758696844234221e-25,True,magnitude_attention_heads_sparsity50,5.330417024641713e-28,True,3.1355394262598314e-29,True
s_inhibition_heads,4000,0.7903801202774048,1.5315221548080444,0.7437764510512352,0.8384112849831581,-0.03637004643678665,1.4848302602767944,-0.0815048350021243,0.007670239789877086,1.0460158586502075,0.4136703908443451,2.223760628093904e-139,True,1.3982556135716073e-121,True,magnitude_attention_heads_sparsity50,1.3342563768563423e-137,True,1.3342563768563423e-137,True
name_mover_heads,5000,0.19612623751163483,1.5362884998321533,0.15381998158991336,0.23512513637542723,-0.027678290382027626,1.4936919212341309,-0.0682452457025647,0.013514106557704502,1.1411248445510864,0.11255624890327454,2.1442772840841497e-15,True,4.5383180823242833e-14,True,magnitude_attention_heads_sparsity50,1.2865663704504898e-13,True,4.948332194040345e-15,True
negative_name_mover_heads,2000,-0.8228709101676941,1.951327919960022,-0.9108938127756119,-0.7337820872664452,-0.027678292244672775,1.4936920404434204,-0.09483192507177587,0.037185578327625986,0.9663637280464172,-0.34462666511535645,1.0500419683895503e-50,True,1.9691759828870007e-43,True,magnitude_attention_heads_sparsity50,6.300251810337302e-49,True,5.250209841947751e-50,True
backup_name_mover_heads,5000,0.13731375336647034,1.511139154434204,0.09743149597197773,0.17582417242228984,-0.027678290382027626,1.4936919212341309,-0.07012766804546118,0.010236302437260737,1.201569676399231,0.08315934985876083,4.3778339277420326e-09,True,4.072602178645331e-07,True,magnitude_attention_heads_sparsity50,2.6267003566452194e-07,True,7.725589284250646e-09,True
all_heads,26000,0.21300409734249115,1.6182602643966675,0.1935727957636118,0.2318367760628462,-0.029924621805548668,1.49155592918396,-0.04756421325728297,-0.012395045743323885,1.1404885053634644,0.11769083142280579,9.204626618743656e-80,True,7.602229804067589e-72,True,magnitude_attention_heads_sparsity50,5.522775971246193e-78,True,1.1045551942492388e-78,True
all_paths,12000,0.26731497049331665,1.5262984037399292,0.2404176540672779,0.29413552209734917,-0.035194031894207,1.490401029586792,-0.06110192826017737,-0.009496274613775316,1.131657600402832,0.15064354240894318,1.6582616319758194e-60,True,1.8228435856776427e-49,True,magnitude_attention_heads_sparsity50,9.949569791854915e-59,True,1.4213671131221308e-59,True
DT→S-INH_paths,2000,0.22485706210136414,1.5468697547912598,0.15554572232067584,0.28901192247867585,-0.02999849244952202,1.4892311096191406,-0.09937483817338942,0.034219274390488844,1.1334112882614136,0.1266321837902069,1.7149737225451792e-08,True,4.447210757850955e-07,True,magnitude_attention_heads_sparsity50,1.0289842335271074e-06,True,2.858289537575299e-08,True
IND→BNM_paths,2000,0.10793275386095047,1.5315563678741455,0.041972242109477524,0.1745925724506378,-0.02845856174826622,1.4934595823287964,-0.09913632404059172,0.03648650394752617,1.2636693716049194,0.06814827024936676,0.002342230917249585,True,0.011006036945820799,True,magnitude_attention_heads_sparsity50,0.14053385503497512,False,0.002755565784999512,True
IND→NM_paths,2000,0.11626216024160385,1.5344535112380981,0.049191688653081656,0.17695004045963286,-0.028510786592960358,1.4932283163070679,-0.09403732325881717,0.037342184688895934,1.2452284097671509,0.07218927890062332,0.001268559183547291,True,0.006404544649640928,True,magnitude_attention_heads_sparsity50,0.07611355101283745,False,0.0015856989794341136,True
PT→IND_paths,2000,0.11462796479463577,1.5181773900985718,0.05252813240513206,0.17840161211788652,-0.0324234738945961,1.4926797151565552,-0.09660170357674358,0.031926053110510104,1.2828583717346191,0.0740961804986,0.0009399630472169019,True,0.006044381270702151,True,magnitude_attention_heads_sparsity50,0.05639778283301411,False,0.0011999528262343429,True
S-INH→NM_paths,2000,0.659927248954773,1.474485158920288,0.600138832628727,0.7256907299160957,-0.044771790504455566,1.484392762184143,-0.11145740132778884,0.02154874228872359,1.0678435564041138,0.35334622859954834,4.535908162593074e-53,True,7.720136521263436e-47,True,magnitude_attention_heads_sparsity50,2.7215448975558445e-51,True,2.7215448975558445e-52,True
S-INH→NNM_paths,2000,0.38028284907341003,1.4714932441711426,0.31802231967449196,0.4428487904369831,-0.04700107127428055,1.4892747402191162,-0.1043689763173461,0.014469126914627845,1.1235949993133545,0.2151300311088562,1.929952878119263e-21,True,7.825700790968194e-18,True,magnitude_attention_heads_sparsity50,1.1579717268715578e-19,True,5.514151080340752e-21,True
previous_token_heads,3000,0.12393180280923843,1.5586285591125488,0.06620717830955983,0.18081593886017797,0.054288581013679504,1.5253548622131348,-0.0014887376135447894,0.10964494477957486,0.5619479417800903,0.03318626806139946,0.06925812603328119,False,0.13165519416278337,False,random_neurons_sparsity50,1.0,False,0.07555431930903403,False
duplicate_token_heads,2000,0.24942956864833832,1.6057902574539185,0.17649754434823992,0.3198559448122978,0.08161397278308868,1.5214177370071411,0.011805010470561692,0.1489020347595215,0.6727975010871887,0.078256756067276,0.00047745204594436193,True,0.001476763258174337,True,random_neurons_sparsity50,0.028647122756661716,True,0.0006662121571316678,True
induction_heads,5000,0.2968946397304535,1.539828896522522,0.25452525094151496,0.3396654695272446,0.10029300302267075,1.5196001529693604,0.05953014837577939,0.14373102970421314,0.662193238735199,0.09388486295938492,3.5172025908005534e-11,True,3.8042059215642254e-10,True,random_neurons_sparsity50,2.1103215544803323e-09,True,7.536862694572614e-11,True
s_inhibition_heads,4000,0.7903801202774048,1.5315221548080444,0.7450262933969498,0.8390927672386169,0.13269440829753876,1.5297647714614868,0.0892008475959301,0.18057605437934396,0.8321131467819214,0.3143306076526642,6.355149897330554e-84,True,2.091544711966736e-78,True,random_neurons_sparsity50,3.8130899383983326e-82,True,9.532724845995831e-83,True
name_mover_heads,5000,0.19612623751163483,1.5362884998321533,0.1576584439724684,0.23928555399179458,0.04803132638335228,1.5155187845230103,0.008393202978186312,0.08797824606299397,0.7550999522209167,0.0712646096944809,4.853052608121661e-07,True,7.13046124527408e-07,True,random_neurons_sparsity50,2.9118315648729964e-05,True,7.662714644402622e-07,True
negative_name_mover_heads,2000,-0.8228709101676941,1.951327919960022,-0.9090806856751442,-0.7405021339654922,0.10591703653335571,1.5234870910644531,0.03897594241425396,0.17328432388603687,1.1287164688110352,-0.38651126623153687,1.8012079094214635e-62,True,1.2452747700782285e-55,True,random_neurons_sparsity50,1.080724745652878e-60,True,1.8012079094214634e-61,True
backup_name_mover_heads,5000,0.13731375336647034,1.511139154434204,0.09500512816011905,0.18168137595057487,0.07969405502080917,1.5231949090957642,0.038264805823564535,0.12168350946158171,0.41962072253227234,0.027845090255141258,0.049037163887587505,True,0.11188779436202302,False,random_neurons_sparsity50,1.0,False,0.054485737652875,False
all_heads,26000,0.21300409734249115,1.6182602643966675,0.1920947168022394,0.2325690884143114,0.08495374768972397,1.522444725036621,0.06672309283167124,0.10376014243811368,0.6011638045310974,0.05964970588684082,7.296600057496681e-22,True,4.523764164345507e-22,True,random_neurons_sparsity50,4.3779600344980084e-20,True,2.1889800172490043e-21,True
all_paths,12000,0.26731497049331665,1.5262984037399292,0.2416489340364933,0.29544438049197197,0.08927799761295319,1.5251240730285645,0.06136153396219015,0.11577838901430368,0.6660194396972656,0.08520803600549698,1.2011118835593903e-20,True,7.180528932381619e-18,True,random_neurons_sparsity50,7.2066713013563415e-19,True,3.1333353484158005e-20,True
DT→S-INH_paths,2000,0.22485706210136414,1.5468697547912598,0.16272060871124266,0.2894967831671238,0.08216580748558044,1.5222623348236084,0.01651084492914379,0.1534841861575842,0.63458651304245,0.06790758669376373,0.0024270613911932756,True,0.0055487041706901805,True,random_neurons_sparsity50,0.14562368347159654,False,0.0028004554513768563,True
IND→BNM_paths,2000,0.10793275386095047,1.5315563678741455,0.04388633649796252,0.1746804691851139,0.0919112116098404,1.5246078968048096,0.029236358776688582,0.15212174803018566,0.14844003319740295,0.007695091422647238,0.7308456907660735,False,0.8888839570806206,False,random_neurons_sparsity50,1.0,False,0.7308456907660735,False
IND→NM_paths,2000,0.11626216024160385,1.5344535112380981,0.051917365565896045,0.17958595268428323,0.09205915778875351,1.5241779088974,0.02535395757295193,0.15844733789563178,0.20817609131336212,0.011598564684391022,0.6041152891720016,False,0.7560047861483636,False,random_neurons_sparsity50,1.0,False,0.6143545313613576,False
PT→IND_paths,2000,0.11462796479463577,1.5181773900985718,0.051140240579843545,0.1848494943231344,0.05132903903722763,1.521429419517517,-0.016542096482589832,0.11589992139488456,0.5522118806838989,0.0306923296302557,0.17013663615472616,False,0.24589837584353014,False,random_neurons_sparsity50,1.0,False,0.17600341671178568,False
S-INH→NM_paths,2000,0.659927248954773,1.474485158920288,0.5998183563351631,0.7235076889395714,0.11410809308290482,1.528507947921753,0.04549309378489852,0.18065843433141707,0.8270899057388306,0.2609111964702606,1.814869717286782e-30,True,3.2871526367740292e-28,True,random_neurons_sparsity50,1.0889218303720692e-28,True,6.805761439825433e-30,True
S-INH→NNM_paths,2000,0.38028284907341003,1.4714932441711426,0.3167582355439663,0.4457716628909111,0.10409468412399292,1.528975486755371,0.03862728876993062,0.16700202114880086,0.7262703776359558,0.13395576179027557,2.494256019765225e-09,True,2.3436457753206263e-08,True,random_neurons_sparsity50,1.496553611859135e-07,True,4.535010945027682e-09,True
previous_token_heads,3000,0.12393180280923843,1.5586285591125488,0.06619662567973136,0.17885884642601013,-0.03297004476189613,1.2975876331329346,-0.0778640631586313,0.012854280648753038,1.2660337686538696,0.0782458558678627,1.884999799356202e-05,True,8.169291947247596e-05,True,random_attention_heads_sparsity50,0.0011309998796137212,True,2.855073966881215e-05,True
duplicate_token_heads,2000,0.24942956864833832,1.6057902574539185,0.1818670216947794,0.315261298418045,-0.0329604409635067,1.2974746227264404,-0.09257030449807643,0.023167750053107738,1.132143259048462,0.1367987096309662,1.1489793749894105e-09,True,1.725246539902258e-08,True,random_attention_heads_sparsity50,6.893876249936464e-08,True,2.223831048366601e-09,True
induction_heads,5000,0.2968946397304535,1.539828896522522,0.2520107701420784,0.3412056341767311,-0.036285754293203354,1.296905517578125,-0.07138837091624736,0.0005633652282995165,1.1222176551818848,0.16911716759204865,1.6466494648958514e-32,True,1.8752679558091684e-29,True,random_attention_heads_sparsity50,9.879896789375109e-31,True,6.586597859583406e-32,True
