name,n,base_mean,base_std,base_ci_lower,base_ci_upper,pruned_mean,pruned_std,pruned_ci_lower,pruned_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon,model,p_value_bonferroni,significant_bonferroni,p_value_fdr,significant_fdr
s_inhibition_heads,4000,0.7903801202774048,1.5315221548080444,0.7425349250435829,0.8398970246315003,-0.0057116602547466755,1.2985461950302124,-0.04578717937692998,0.03443120094016194,1.0072264671325684,0.4024917483329773,1.4085126088555634e-132,True,1.1251923563197387e-117,True,random_attention_heads_sparsity50,8.451075653133381e-131,True,4.2255378265666905e-131,True
name_mover_heads,5000,0.19612623751163483,1.5362884998321533,0.15486692003905772,0.2399682316929102,-0.07978231459856033,1.2964898347854614,-0.1142052324488759,-0.043884374760091306,1.4067906141281128,0.14045490324497223,4.9970391658230836e-23,True,2.9580914255410985e-23,True,random_attention_heads_sparsity50,2.99822349949385e-21,True,1.578012368154658e-22,True
negative_name_mover_heads,2000,-0.8228709101676941,1.951327919960022,-0.9063430964946747,-0.7359159082174301,0.04543080925941467,1.3075578212738037,-0.012513462221249935,0.10069212801754472,1.0552101135253906,-0.37242788076400757,2.1135372793407503e-58,True,1.1276139368741487e-48,True,random_attention_heads_sparsity50,1.2681223676044501e-56,True,1.4090248528938335e-57,True
backup_name_mover_heads,5000,0.13731375336647034,1.511139154434204,0.09385414589196443,0.1794715855270624,-0.07303769141435623,1.2927045822143555,-0.11035669296979904,-0.037302651815116404,1.531903624534607,0.10745783895254135,3.5779767798977116e-14,True,8.966608624849372e-13,True,random_attention_heads_sparsity50,2.146786067938627e-12,True,7.951059510883804e-14,True
all_heads,26000,0.21300409734249115,1.6182602643966675,0.19283110834658146,0.23215779140591622,-0.040090180933475494,1.2977057695388794,-0.056509847566485395,-0.023893357440829276,1.1882132291793823,0.12376193702220917,6.105932137609006e-88,True,2.9002668811074834e-89,True,random_attention_heads_sparsity50,3.663559282565404e-86,True,1.2211864275218012e-86,True
all_paths,12000,0.26731497049331665,1.5262984037399292,0.23968206569552422,0.2951037921011448,-0.02839035354554653,1.2974815368652344,-0.0505919705145061,-0.006234848382882777,1.1062055826187134,0.14997343719005585,5.430150219392094e-60,True,2.509158690382623e-53,True,random_attention_heads_sparsity50,3.258090131635256e-58,True,4.07261266454407e-59,True
DT→S-INH_paths,2000,0.22485706210136414,1.5468697547912598,0.15683366991579534,0.2971385300159454,-0.0329604409635067,1.2974746227264404,-0.08624097984284163,0.021912157116457807,1.1465840339660645,0.12963248789310455,7.878361833983925e-09,True,6.135313486192297e-08,True,random_attention_heads_sparsity50,4.727017100390355e-07,True,1.3505763143972442e-08,True
IND→BNM_paths,2000,0.10793275386095047,1.5315563678741455,0.03623285228386523,0.17394401617348193,-0.0329604409635067,1.2974746227264404,-0.09220527838915586,0.027247131755575527,1.3053793907165527,0.0712241604924202,0.001472649993294695,True,0.0031944799864336393,True,random_attention_heads_sparsity50,0.08835899959768169,False,0.001803244889748606,True
IND→NM_paths,2000,0.11626216024160385,1.5344535112380981,0.04613842852413655,0.18693048618733882,-0.0329604409635067,1.2974746227264404,-0.09163662958890197,0.02303968300111591,1.2835010290145874,0.07537052780389786,0.0007664417809361839,True,0.0016368854853422148,True,random_attention_heads_sparsity50,0.04598650685617103,True,0.0010451478830947963,True
PT→IND_paths,2000,0.11462796479463577,1.5181773900985718,0.04842226784676316,0.18177017793059347,-0.03298944607377052,1.2974224090576172,-0.08670594301074741,0.02251396127976475,1.2877957820892334,0.07520080357789993,0.0007876963562701698,True,0.0022241700438998136,True,random_attention_heads_sparsity50,0.047261781376210184,True,0.0010502618083602264,True
S-INH→NM_paths,2000,0.659927248954773,1.474485158920288,0.5956792622804642,0.7241328597068787,-0.01821480505168438,1.2975218296051025,-0.07195915933698416,0.04032660545781253,1.0276012420654297,0.3524232804775238,8.111704831257015e-53,True,1.0056957337437861e-47,True,random_attention_heads_sparsity50,4.867022898754209e-51,True,4.4245662715947354e-52,True
S-INH→NNM_paths,2000,0.38028284907341003,1.4714932441711426,0.3113988943397999,0.44359455630183214,-0.020256537944078445,1.2974236011505127,-0.07935168072581282,0.03847569925710558,1.053267002105713,0.20668192207813263,6.064202875239245e-20,True,2.727824486136603e-17,True,random_attention_heads_sparsity50,3.638521725143547e-18,True,1.5160507188098112e-19,True
