model,base_mean_logit_diff,base_std_logit_diff,base_median_logit_diff,base_accuracy,base_gt_prob_mass,base_gt_prob_mass_std,pruned_mean_logit_diff,pruned_std_logit_diff,pruned_median_logit_diff,pruned_accuracy,pruned_gt_prob_mass,pruned_gt_prob_mass_std,degradation_logit_diff,degradation_accuracy
random_neurons_sparsity70,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,-0.11805073916912079,0.41608670353889465,-0.190826416015625,0.0,0.00029270106460899115,0.0003740320389624685,1.0413541746619714,1.0
random_attention_heads_sparsity70,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,0.3235729932785034,0.4691413640975952,0.33905029296875,0.0820000022649765,0.2650834023952484,0.15371784567832947,0.8866496374854017,0.9127659548160014
magnitude_attention_heads_sparsity70,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,-0.091440349817276,0.6596077680587769,-0.11067962646484375,0.1770000010728836,0.3275703489780426,0.20702208578586578,1.0320323296923881,0.8117021260406162
magnitude_neurons_sparsity70,2.8546268939971924,1.9418857097625732,2.8673553466796875,0.9399999976158142,0.8549486398696899,0.20509637892246246,-0.42389994859695435,0.8808135986328125,-0.7015724182128906,0.0,0.00020370418496895581,0.00029792319401167333,1.1484957454469253,1.0
