name,n,base_mean,base_std,base_ci_lower,base_ci_upper,quantized_mean,quantized_std,quantized_ci_lower,quantized_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon,model,p_value_bonferroni,significant_bonferroni,p_value_fdr,significant_fdr
backup_name_mover_heads,5000,0.15123829245567322,1.4849170446395874,0.10993990674614908,0.19095256738364697,0.1512742042541504,1.4836283922195435,0.1106751447543502,0.1936382070183754,-0.00023745176440570503,-0.0037894879933446646,0.7887638902299373,False,0.7669862343491224,False,gpt2_fp16_gpu,1.0,False,0.9991724468808918,False
all_heads,26000,0.22783376276493073,1.5920028686523438,0.209360409155488,0.24652727283537387,0.2278992384672165,1.5908151865005493,0.20954693257808685,0.24727347493171692,-0.00028738367836922407,-0.006918866652995348,0.264598426878049,False,0.8390463968620021,False,gpt2_fp16_gpu,1.0,False,0.7891679499151887,False
all_paths,12000,0.2784106433391571,1.5027883052825928,0.24994916431605815,0.3050492718815804,0.27846384048461914,1.5014585256576538,0.2490033820271492,0.30473255813121797,-0.00019107438856735826,-0.005586621351540089,0.5405769861426294,False,0.7923966736359083,False,gpt2_fp16_gpu,1.0,False,0.9991724468808918,False
DT→S-INH_paths,2000,0.23682565987110138,1.5170176029205322,0.1664443876594305,0.3011299394071102,0.23680666089057922,1.5157673358917236,0.16762154027819634,0.3077299550175666,8.022348629310727e-05,0.002008819719776511,0.9284434717914096,False,0.6490244234551554,False,gpt2_fp16_gpu,1.0,False,0.9991724468808918,False
IND→BNM_paths,2000,0.1219673901796341,1.50593101978302,0.05159904658794404,0.19019541479647153,0.12196286022663116,1.5046554803848267,0.05547153977677231,0.18859023936092853,3.71406895283144e-05,0.0004772402171511203,0.982978562754079,False,0.7065116459951821,False,gpt2_fp16_gpu,1.0,False,0.9991724468808918,False
IND→NM_paths,2000,0.12936164438724518,1.5092763900756836,0.056684405263513336,0.19316608160734175,0.12935608625411987,1.5079823732376099,0.06424940656870605,0.1935083221644163,4.2965850298060104e-05,0.0005861470126546919,0.9790950580104956,False,0.7020707431844908,False,gpt2_fp16_gpu,1.0,False,0.9991724468808918,False
PT→IND_paths,2000,0.12846796214580536,1.4920183420181274,0.06328976340591908,0.1927218448370695,0.12846264243125916,1.4907106161117554,0.06027361089363695,0.19583456180989742,4.140888268011622e-05,0.0005594454705715179,0.9800471645779207,False,0.711121192906021,False,gpt2_fp16_gpu,1.0,False,0.9991724468808918,False
S-INH→NM_paths,2000,0.6730186939239502,1.4521286487579346,0.6072036936879158,0.7353353068232537,0.6733049154281616,1.45063054561615,0.6101937085390091,0.7402742192149162,-0.0004252801591064781,-0.029854722321033478,0.18209055571659977,False,0.3385262077730097,False,gpt2_fp16_gpu,1.0,False,0.7368314667483583,False
S-INH→NNM_paths,2000,0.38082262873649597,1.459879994392395,0.31812639683485033,0.44221626594662666,0.38088977336883545,1.458362102508545,0.31815997660160067,0.4446104891598225,-0.000176314715645276,-0.006997199729084969,0.7544302630391602,False,0.9785646742341828,False,gpt2_fp16_gpu,1.0,False,0.9991724468808918,False
previous_token_heads,3000,0.13684028387069702,1.5262991189956665,0.08393242843449117,0.19823796115815637,0.1368405520915985,1.526299238204956,0.08164640460163357,0.19016883447766303,-1.9601018266257597e-06,-0.004766568541526794,0.7940856056471581,False,0.64324876711136,False,gpt2_fp32_baseline,1.0,False,0.9991724468808918,False
duplicate_token_heads,2000,0.26421985030174255,1.5668398141860962,0.19964400827884676,0.3384314998984337,0.2642194628715515,1.566839575767517,0.19531354233622553,0.33055667504668235,1.4663174852103111e-06,0.007085269782692194,0.751440845690965,False,0.7800951290816427,False,gpt2_fp32_baseline,1.0,False,0.9991724468808918,False
induction_heads,5000,0.30947232246398926,1.5159215927124023,0.2661978080868721,0.3544374920427799,0.30947360396385193,1.5159215927124023,0.26704645827412604,0.34773776829242703,-4.140918917983072e-06,-0.022961212322115898,0.10455830692539467,False,0.1054094279151244,False,gpt2_fp32_baseline,1.0,False,0.588140476455345,False
s_inhibition_heads,4000,0.8099409341812134,1.5035566091537476,0.7639070868492126,0.8544138446450233,0.8099431395530701,1.5035570859909058,0.7629251807928086,0.8530949339270592,-2.72287979896646e-06,-0.038974739611148834,0.01375565609682561,True,0.01573894417245078,True,gpt2_fp32_baseline,0.6190045243571525,False,0.1547511310892881,False
name_mover_heads,5000,0.2121022492647171,1.5108412504196167,0.16775553710758687,0.2525504603981972,0.21210239827632904,1.5108420848846436,0.1691791471093893,0.2549794256687164,-7.025461172815994e-07,-0.0025613175239413977,0.8563008380171083,False,0.9629436042101581,False,gpt2_fp32_baseline,1.0,False,0.9991724468808918,False
negative_name_mover_heads,2000,-0.8095555305480957,1.9271100759506226,-0.8971967041492462,-0.725020906329155,-0.809553861618042,1.9271094799041748,-0.891609214246273,-0.7184917166829109,2.061538680209196e-06,-0.028898391872644424,0.19648839113289554,False,0.23930489125370058,False,gpt2_fp32_baseline,1.0,False,0.7368314667483583,False
backup_name_mover_heads,5000,0.15123829245567322,1.4849170446395874,0.11031915303319693,0.19184922389686107,0.15123949944972992,1.484918236732483,0.11220107115805149,0.19095727466046808,-7.980744157976005e-06,-0.021092159673571587,0.13594803208285103,False,0.1482095115635963,False,gpt2_fp32_baseline,1.0,False,0.6440822539192195,False
all_heads,26000,0.22783376276493073,1.5920028686523438,0.207206204906106,0.24794297143816948,0.22783471643924713,1.5920032262802124,0.2081025514751673,0.24784946665167806,-4.185833859082777e-06,-0.017163025215268135,0.0056545090225206315,True,0.007530270100404434,True,gpt2_fp32_baseline,0.2544529060134284,False,0.08481763533780948,False
all_paths,12000,0.2784106433391571,1.5027883052825928,0.2512263372540474,0.3050315730273723,0.2784103453159332,1.5027889013290405,0.2524149566888809,0.30403374060988425,1.0704447959142271e-06,0.005385329946875572,0.5552629260214907,False,0.5997773529510003,False,gpt2_fp32_baseline,1.0,False,0.9991724468808918,False
DT→S-INH_paths,2000,0.23682565987110138,1.5170176029205322,0.17306544929742815,0.3041369363665581,0.2368258535861969,1.5170180797576904,0.17621547654271127,0.30414686873555186,-8.179649739759043e-07,-0.0029914584010839462,0.8936148053991368,False,0.8484141406880812,False,gpt2_fp32_baseline,1.0,False,0.9991724468808918,False
IND→BNM_paths,2000,0.1219673901796341,1.50593101978302,0.055869955103844425,0.19000139534473418,0.12196807563304901,1.505929946899414,0.05403294218704106,0.18935977034270762,-5.619972853310173e-06,-0.012441664934158325,0.5780892055052393,False,0.8293999275356461,False,gpt2_fp32_baseline,1.0,False,0.9991724468808918,False
IND→NM_paths,2000,0.12936164438724518,1.5092763900756836,0.06627657283097507,0.1993845384567976,0.12935906648635864,1.5092772245407104,0.06652317363768816,0.20254384614527224,1.9927862012991682e-05,0.0455959178507328,0.04162115097095236,True,0.027799424966637547,True,gpt2_fp32_baseline,1.0,False,0.31215863228214275,False
PT→IND_paths,2000,0.12846796214580536,1.4920183420181274,0.06528018228709699,0.19444000609219075,0.12846653163433075,1.492018461227417,0.06760774962604048,0.19645503535866737,1.1135161003039684e-05,0.025025753304362297,0.2633147312480807,False,0.44191310128046635,False,gpt2_fp32_baseline,1.0,False,0.7891679499151887,False
S-INH→NM_paths,2000,0.6730186939239502,1.4521286487579346,0.6086401015520095,0.73229199051857,0.6730180978775024,1.452130913734436,0.6130882352590561,0.7364459723234177,8.856313229443913e-07,0.00901046022772789,0.6870948401745256,False,0.8423486089977257,False,gpt2_fp32_baseline,1.0,False,0.9991724468808918,False
S-INH→NNM_paths,2000,0.38082262873649597,1.459879994392395,0.31172329112887387,0.44796095713973044,0.380824476480484,1.4598801136016846,0.31293167769908903,0.4465930014848709,-4.8519805204705335e-06,-0.03276238963007927,0.14312938975982653,False,0.14174885064846093,False,gpt2_fp32_baseline,1.0,False,0.6440822539192195,False
