name,n,base_mean,base_std,base_ci_lower,base_ci_upper,distil_mean,distil_std,distil_ci_lower,distil_ci_upper,degradation,effect_size_cohens_d,p_value_ttest,significant_ttest,p_value_wilcoxon,significant_wilcoxon
year_encoding_heads,2000,0.5816265940666199,0.5311203002929688,0.557843129336834,0.6044049933552742,0.49104243516921997,0.4583476185798645,0.4714767947793007,0.5116526290774346,0.155742809176445,0.681133508682251,1.1459967505124121e-167,True,2.150606583318903e-132,True
all_heads,2000,0.5816265940666199,0.5311203002929688,0.556388147175312,0.6056931748986244,0.49104243516921997,0.4583476185798645,0.4719562612473965,0.5130639269948005,0.155742809176445,0.681133508682251,1.1459967505124121e-167,True,2.150606583318903e-132,True
