layer,head,class,base_score,distil_score,degradation,base_score_norm,distil_score_norm,degradation_norm,noise_ceiling
0,1,year_encoding,0.3315622806549072,0.2829270362854004,0.14668509419540035,0.6057828292604625,0.5169235178884354,0.14668509419540038,0.5473286211490631
1,5,year_encoding,0.30511951446533203,0.25459617376327515,0.16558541262295234,0.5574704166297084,0.46516144766698897,0.1655854126229524,0.5473286211490631
